name,website,description,logo,country,country_code,advertising,data,e_commerce,media,network_communications,publishing,smart_cities,web_of_things,filename_prefix,about_link,llm_sector
Benetech,http://benetech.org,"Benetech is a proud member of the W3C, collaborating to build standards that support the creation of born accessible solutions. Benetech’s commitment to digital accessibility is the cornerstone of our global Bookshare initiative, and our Global Certified Accessible program verifies EPUB accessibility to help publishers build accessible ebooks.",https://www.w3.org/thumbnails/120/logos/organizations/66769.png?x-version=3,United States,US,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,benetech-org,https://benetech.org/who-we-are/,Nonprofit organization
Beyond Limits Foundation,http://beyondlimitsfoundation.com,,,United States,US,,,,,,,,,beyondlimitsfoundation-com,https://beyondlimitsfoundation.com/about/,Nonprofit organization
Bitwarden,https://bitwarden.com,,https://www.w3.org/thumbnails/120/logos/organizations/139249.png?x-version=2,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,bitwarden-com,https://bitwarden.com/about/,Nonprofit organization
Blerify Inc,http://blerify.com,,,United States,US,,,,,,,,,blerify-com,http://blerify.com/about-us,Small/medium enterprise
"Block, Inc.",https://block.xyz/,,,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block-xyz,,Large enterprise
Bloomberg,https://www.bloomberg.com/,,,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-bloomberg-com,,Large enterprise
Bocoup,https://www.bocoup.com,,https://www.w3.org/thumbnails/120/logos/organizations/103247.png?x-version=1,United States,US,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www-bocoup-com,https://www.bocoup.com/about,Nonprofit organization
Book Industry Study Group,http://www.bisg.org,,,United States,US,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,www-bisg-org,http://www.bisg.org/about,Nonprofit organization
Brave Software Inc.,https://brave.com,,,United States,US,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,brave-com,https://brave.com/about/,Small/medium enterprise
California Baptist University,https://calbaptist.edu/,,,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calbaptist-edu,https://calbaptist.edu/about/index.php,Academia
"Cambium Assessment, Inc.",https://cambiumassessment.com/,,,United States,US,,,,,,,,,cambiumassessment-com,https://cambiumassessment.com/about.html,Small/medium enterprise
Capital One Financial,http://www.capitalone.com,,https://www.w3.org/thumbnails/120/logos/organizations/98428.png?x-version=1,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-capitalone-com,https://www.capitalone.com/about/,Large enterprise
Center for Democracy and Technology,https://cdt.org/,"Center for Democracy & Technology (CDT) works to promote democratic values by shaping technology policy and architecture, with a focus on the rights of the individual. CDT participates in standards development organizations like the W3C to champion user-centric, human rights-based values in developing the Internet’s underlying infrastructure.",https://www.w3.org/thumbnails/120/logos/organizations/9848.png?x-version=3,United States,US,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,cdt-org,,Nonprofit organization
Cisco,http://www.cisco.com,,,United States,US,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,www-cisco-com,https://www.cisco.com/c/en/us/about.html,Large enterprise
"CleverThis, Inc.",https://cleverthis.com,"CleverThis is dedicated to ethical data science, championing W3C's open web standards to realize a more equitable web combating bias and prejudice. As a member, we strive to create fair, transparent solutions that respect diversity and inclusivity. Together with W3C, we're building a more equitable digital future for all.",https://www.w3.org/thumbnails/120/logos/organizations/155479.png?x-version=1,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cleverthis-com,,Small/Medium Enterprise
Client side development Inc,https://cside.dev,,https://www.w3.org/thumbnails/120/logos/organizations/159348.png?x-version=2,United States,US,,,,,,,,,cside-dev,https://cside.dev/about,Small/Medium Enterprise
College Board,https://www.collegeboard.org,,,United States,US,,,,,,,,,www-collegeboard-org,,Nonprofit organization
Comcast Corporation,http://www.comcast.com/,,,United States,US,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www-comcast-com,,Large enterprise
Conexxus,http://www.conexxus.org,,,United States,US,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,www-conexxus-org,,Nonprofit organization
Consensys,https://consensys.io/,"Consensys is the leading blockchain and web3 software company. Since 2014, it has been at the forefront of innovation, pioneering technological developments within the web3 ecosystem. Through its product suite: MetaMask, Infura, Linea, Diligence, and the NFT platform, Consensys has become a trusted collaborator for users, creators, and developers.",https://www.w3.org/thumbnails/120/logos/organizations/95986.png?x-version=3,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,consensys-io,https://consensys.io/company,Large enterprise
COVESA,https://covesa.global,,,United States,US,,,,,,,,,covesa-global,https://covesa.global/about-covesa/,Nonprofit organization
"CVS Pharmacy, Inc.",https://www.cvshealth.com,,,United States,US,,,,,,,,,www-cvshealth-com,https://www.cvshealth.com/about.html,Large enterprise
"Daily, Co",https://www.daily.co,,https://www.w3.org/thumbnails/120/logos/organizations/141557.png?x-version=1,United States,US,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,www-daily-co,,Small/Medium Enterprise
Data Transfer Initiative,http://dtinit.org,,,United States,US,,,,,,,,,dtinit-org,http://dtinit.org/about,Nonprofit organization
Datadog,https://www.datadoghq.com/,,https://www.w3.org/thumbnails/120/logos/organizations/127220.png?x-version=1,United States,US,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,www-datadoghq-com,https://www.datadoghq.com/about/awards/,Large enterprise
Defense Information Systems Agency,https://www.disa.mil,,,United States,US,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,www-disa-mil,https://www.disa.mil/About/Contact,Government
Department of Homeland Security,https://www.dhs.gov/,,https://www.w3.org/thumbnails/120/logos/organizations/36700.png?x-version=1,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-dhs-gov,https://www.dhs.gov/about-dhs,Government
"Deque Systems, Inc.",http://www.deque.com,"At Deque, digital accessibility is our mission and our passion. As a leading supplier of digital accessibility software and solutions, Deque actively supports and participates in the W3C and its ongoing efforts to shape and establish standards for digital inclusion.",https://www.w3.org/thumbnails/120/logos/organizations/38621.png?x-version=3,United States,US,,,,,,,,,www-deque-com,https://dequeuniversity.com/,Large enterprise
"Deronyan, LLC",https://deronyan.com,,https://www.w3.org/thumbnails/120/logos/organizations/151359.png?x-version=1,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,deronyan-com,,Small/Medium Enterprise
Digital Bazaar,https://www.digitalbazaar.com/,"W3C is the broadest, most open, and most effective venue we have found for engaging with industry on next-generation privacy-preserving technologies for individuals and organizations. The work on the Web, Verifiable Credentials, and Decentralized Identifiers, as well as access to the brightest minds, is what draws us to do our work at W3C.",https://www.w3.org/thumbnails/120/logos/organizations/48024.png?x-version=4,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-digitalbazaar-com,https://www.digitalbazaar.com/about-us/,Nonprofit organization
Discord,https://discord.com/,,https://www.w3.org/thumbnails/120/logos/organizations/126627.png?x-version=1,United States,US,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,discord-com,https://discord.com/careers,Large enterprise
Discover Financial Services LLC,https://www.discover.com/,,,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-discover-com,https://www.discover.com/company/?ICMPGN=PUB_FTR_ABOUT_ABTDISC,Large enterprise
"Dolby Laboratories, Inc.",http://www.dolby.com,,https://www.w3.org/thumbnails/120/logos/organizations/61556.png?x-version=2,United States,US,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www-dolby-com,http://www.dolby.com/about/,Large enterprise
"Duck Duck Go, Inc.",https://duckduckgo.com,,,United States,US,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,duckduckgo-com,,Small/Medium Enterprise
Dynatrace LLC,https://www.dynatrace.com/,,,United States,US,,,,,,,,,www-dynatrace-com,,Large enterprise
EcomBack,https://www.ecomback.com/,We help businesses make their websites accessible to all.,https://www.w3.org/thumbnails/120/logos/organizations/146430.png?x-version=2,United States,US,,,,,,,,,www-ecomback-com,https://www.ecomback.com/about-us,Nonprofit organization
Fastly,https://fastly.com/,,https://www.w3.org/thumbnails/120/logos/organizations/71673.png?x-version=1,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,fastly-com,https://fastly.com/about/careers,Large enterprise
Futurewei Technologies,https://www.futurewei.com,,,United States,US,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,www-futurewei-com,https://www.futurewei.com/,Large enterprise
Google LLC,https://www.google.com/,Google's mission is to organize the world’s information and make it universally accessible and useful.,https://www.w3.org/thumbnails/120/logos/organizations/35662.png?x-version=1,United States,US,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,www-google-com,https://www.google.com/intl/pt-BR/about.html,Large enterprise
"Graphmetrix, Inc.",https://graphmetrix.com/,,,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,graphmetrix-com,,Large enterprise
Holopin,https://holopin.io,"Holopin is a developer-focused digital badge platform that lets organizations issue sticker-like digital credentials. We have a strong focus on website integrations, and prioritize accessibility in our badge standards.
As a W3C Member, Holopin is committed to building accessible, interoperable tools that enhance learning & recognition experience.",https://www.w3.org/thumbnails/120/logos/organizations/141556.png?x-version=1,United States,US,,,,,,,,,holopin-io,,Small/medium enterprise
HUMAN,https://www.humansecurity.com/,,https://www.w3.org/thumbnails/120/logos/organizations/82663.png?x-version=2,United States,US,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-humansecurity-com,https://www.humansecurity.com/company/about/,Large enterprise
Hypothes.is Project,https://hypothes.is,,,United States,US,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,hypothes-is,https://web.hypothes.is/about/,Academia
"IAB Technology Laboratory, Inc.",https://iabtechlab.com/,,https://www.w3.org/thumbnails/120/logos/organizations/70941.png?x-version=3,United States,US,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,iabtechlab-com,https://iabtechlab.com/about-the-iab-tech-lab/,Technical community
IBM Corporation,http://www.ibm.com/,"IBM is a leading open hybrid cloud platform and cognitive solutions company, and one of the largest technology and consulting employers in the world. IBM is proud to support the W3C and the important role it plays in the development of the Web.",,United States,US,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,www-ibm-com,https://www.ibm.com/about?lnk=hpii1us,Large enterprise
Identity.com,https://www.identity.org,,,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-identity-org,https://www.identity.com/about/,Nonprofit organization
Ignite Retail Technology,http://ignite-retail.com,,https://www.w3.org/thumbnails/120/logos/organizations/151838.png?x-version=1,United States,US,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,ignite-retail-com,,Small/medium enterprise
Indeed,https://www.indeed.com/,,,United States,US,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www-indeed-com,,Large enterprise
Inrupt Inc.,https://inrupt.com/,,https://www.w3.org/thumbnails/120/logos/organizations/110197.png?x-version=3,United States,US,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inrupt-com,https://inrupt.com/about,Large enterprise
Intel Corporation,http://www.intel.com/,,,United States,US,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,www-intel-com,,Large enterprise
Interledger Foundation,https://interledger.org/,,https://www.w3.org/thumbnails/120/logos/organizations/134143.png?x-version=1,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,interledger-org,https://interledger.org/about-us,Nonprofit organization
Internet2,https://internet2.edu,,https://www.w3.org/thumbnails/120/logos/organizations/132550.png?x-version=1,United States,US,,,,,,,,,internet2-edu,https://internet2.edu/community/about-us/,Nonprofit organization
J. Paul Getty Trust,http://getty.edu/,,,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,getty-edu,https://www.getty.edu/art/,Nonprofit organization
Kaiser Permanente,http://kp.org,,,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,kp-org,https://about.kaiserpermanente.org/,Nonprofit organization
Kevel,https://www.kevel.com/,,,United States,US,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www-kevel-com,https://www.kevel.com/about,Large enterprise
Knowbility,https://knowbility.org,,,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,knowbility-org,https://knowbility.org/about,Nonprofit organization
Lawrence Berkeley National Laboratory,http://www.lbl.gov/,,,United States,US,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-lbl-gov,https://www.lbl.gov/about/,Nonprofit organization
Legendary Requirements,https://legreq.com,,,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,legreq-com,,Small/medium enterprise
Level Access,http://www.levelaccess.com,"At Level Access (formerly SSB BART Group), we believe that full and equitable access to technology is a human right. Through our working group involvement in accessibility standards and our products and services, we empower organizations to create accessible & inclusive digital experiences that increase equity for people with disabilities.",https://www.w3.org/thumbnails/120/logos/organizations/69854.png?x-version=1,United States,US,,,,,,,,,www-levelaccess-com,,Nonprofit organization
Library of Congress,http://www.loc.gov,,,United States,US,,,,,,,,,www-loc-gov,,Government
"LunarG, Inc.",https://www.lunarg.com,,https://www.w3.org/thumbnails/120/logos/organizations/161991.png?x-version=1,United States,US,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www-lunarg-com,https://www.lunarg.com/about/,Small/medium enterprise
"Magic Leap, Inc.",http://www.magicleap.com/,,,United States,US,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,www-magicleap-com,http://www.magicleap.com/about-us,Large enterprise
Magnite,http://www.magnite.com,,,United States,US,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www-magnite-com,http://www.magnite.com/about-us/,Large enterprise
Mastercard Incorporated,https://www.mastercard.us/en-us.html,,,United States,US,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,www-mastercard-us,https://www.mastercard.us/us/en/for-the-world/about-us.html,Large enterprise
Meedan,http://www.meedan.com,,,United States,US,,,,,,,,,www-meedan-com,http://www.meedan.com/about-us,Nonprofit organization
Merchant Advisory Group,http://www.merchantadvisorygroup.org/,,,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-merchantadvisorygroup-org,http://www.merchantadvisorygroup.org/about/careers,Nonprofit organization
Meta,https://www.meta.com/,,https://www.w3.org/thumbnails/120/logos/organizations/46877.png?x-version=1,United States,US,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,www-meta-com,,Large enterprise
Microsoft Corporation,https://www.microsoft.com/,,,United States,US,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,www-microsoft-com,https://www.microsoft.com/en-us/about,Large enterprise
MITRE Corporation,http://www.mitre.org/,"A not for profit public interest organization, MITRE works with the US government to apply systems engineering and advanced technology to issues of critical national importance.  One of the W3C's founding Members, MITRE is strongly committed to open, vendor-neutral Web standards.",,United States,US,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,www-mitre-org,http://www.mitre.org/who-we-are,Nonprofit organization
Monotype,http://www.monotype.com/,"Monotype enables creative minds to build and express authentic brands through design, technology and expertise, helping users communicate their brand identities both via traditional media and on the web using W3C technologies.",,United States,US,,,,,,,,,www-monotype-com,,Large enterprise
MovieLabs,http://movielabs.com,,,United States,US,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,movielabs-com,http://movielabs.com/about/,Nonprofit organization
Mozilla Foundation,https://www.mozilla.org/,,https://www.w3.org/thumbnails/120/logos/organizations/35507.png?x-version=1,United States,US,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,www-mozilla-org,https://www.mozilla.org/en-US/about/,Nonprofit organization
National Institute of Standards and Technology (NIST),http://www.nist.gov,"NIST, a world-class research and technology laboratory within the U.S Department of Commerce, supports industry by developing measurements and standards.  NIST is working with the W3C to develop conformance tests to ensure the quality of software and conformance to standards.",,United States,US,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,www-nist-gov,http://www.nist.gov/about-nist,Government
Navy Federal Credit Union,https://www.navyfederal.org/,"Navy Federal Credit Union is a member-owned and not-for-profit credit union serving the military, veterans and their families. Through membership with the W3C, we aim to advocate open and inclusive digital standards throughout the Web.",https://www.w3.org/thumbnails/120/logos/organizations/125874.png?x-version=3,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-navyfederal-org,https://www.navyfederal.org/about.html,Nonprofit organization
Netflix Inc.,http://www.netflix.com,,,United States,US,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,www-netflix-com,,Large enterprise
NextRoll,https://www.nextroll.com,,,United States,US,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-nextroll-com,https://www.nextroll.com/about,Large enterprise
Nok Nok Labs,http://www.noknok.com,,https://www.w3.org/thumbnails/120/logos/organizations/84446.png?x-version=3,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-noknok-com,https://noknok.com/about/,Large enterprise
NVIDIA,https://www.nvidia.com,,https://www.w3.org/thumbnails/120/logos/organizations/53750.png?x-version=1,United States,US,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,www-nvidia-com,https://www.nvidia.com/en-us/about-nvidia/,Large enterprise
OASIS,http://www.oasis-open.org,,,United States,US,,,,,,,,,www-oasis-open-org,https://www.oasis-open.org/org/,Nonprofit organization
"Object Management Group, Inc. (OMG)",http://www.omg.org/,,,United States,US,,,,,,,,,www-omg-org,https://www.omg.org/about/,Nonprofit organization
Okta,https://www.okta.com/,,https://www.w3.org/thumbnails/120/logos/organizations/131353.png?x-version=1,United States,US,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-okta-com,https://www.okta.com/company/,Large enterprise
Open Geospatial Consortium,https://www.ogc.org/,"With location at the heart of every decision, it's more important than ever to collaborate across industries. OGC is proud to partner with W3C to ensure that location (spatial) data is Findable, Accessible, Interoperable, and Reusable (FAIR).",https://www.w3.org/thumbnails/120/logos/organizations/39381.png?x-version=3,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-ogc-org,https://www.ogc.org/about-ogc/policies/privacy-policy/,Nonprofit organization
OpenJS Foundation,https://openjsf.org/,,,United States,US,,,,,,,,,openjsf-org,https://openjsf.org/about,Nonprofit organization
OpenLink Software Inc.,http://www.openlinksw.com,,,United States,US,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,www-openlinksw-com,https://www.openlinksw.com/about/id/entity/urn/mdata:websites:google:seo,Small/medium enterprise
OpenX Technologies Inc,https://www.openx.com/,,https://www.w3.org/thumbnails/120/logos/organizations/128173.png?x-version=3,United States,US,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www-openx-com,https://www.openx.com/company/,Large enterprise
Oracle Corporation,http://www.oracle.com/,"Oracle is committed to preserving the open standards-based philosophy that has made the World Wide Web so successful.  We believe the W3C's open, consensus-driven process and associated rigorous public reviews make it uniquely positioned to guide the Web's technical evolution.",,United States,US,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,www-oracle-com,,Large enterprise
PayPal,https://www.paypal.com,,https://www.w3.org/thumbnails/120/logos/organizations/83781.png?x-version=1,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-paypal-com,https://www.paypal.com/br/webapps/mpp/about,Large enterprise
Ping Identity,https://www.pingidentity.com,,https://www.w3.org/thumbnails/120/logos/organizations/108522.png?x-version=3,United States,US,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,www-pingidentity-com,https://www.pingidentity.com/en/company/about-us.html,Large enterprise
Playco,https://www.play.co/,,,United States,US,,,,,,,,,www-play-co,https://www.play.co/about,Large enterprise
Qualcomm,https://www.qualcomm.com/,,,United States,US,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,www-qualcomm-com,,Large enterprise
RANDA Solutions,https://www.randasolutions.com/,,https://www.w3.org/thumbnails/120/logos/organizations/127610.png?x-version=2,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-randasolutions-com,,Large enterprise
Raptive,https://raptive.com/,"Raptive (formerly CafeMedia) manages digital advertising sales + technology for 5,000+ independent publishers. Ranked as the 7th largest digital property, we reach about 195 million web users. We work with W3C to ensure the future of web advertising serves independent publishers, and the consumers who rely on the content they produce.",https://www.w3.org/thumbnails/120/logos/organizations/121212.png?x-version=8,United States,US,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,raptive-com,https://raptive.com/about/,Small/medium enterprise
Rhonda Weiss Center for Accessible IDEA Data,https://www.weissta.org/,"The Rhonda Weiss Center for Accessible IDEA Data (Weiss Center) provides technical assistance to state education agencies (SEAs) in the United States to improve and enhance the capacity to collect, report, analyze, and use accurate data, required under the Individuals with Disabilities Education Act (IDEA) in dynamic, accessible formats.",https://www.w3.org/thumbnails/120/logos/organizations/143583.png?x-version=1,United States,US,,,,,,,,,www-weissta-org,https://www.weissta.org/about,Nonprofit organization
Salesforce,https://www.salesforce.com/,,,United States,US,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-salesforce-com,,Nonprofit organization
Skynet Technologies,https://www.skynettechnologies.com/,"Skynet Technologies is an ISO 9001:2015 & ISO 27001:2013 certified full-service development company; delivering ecommerce, digital marketing, web accessibility (ADA, DDA, WCAG, 508), web/app development & maintenance. Our headquarter is in Independence (KY) & other offices are in Las Vegas (NV), Gainesville (FL), Melbourne (VIC) & Jamnagar (INDIA).",https://www.w3.org/thumbnails/120/logos/organizations/140732.png?x-version=2,United States,US,,,,,,,,,www-skynettechnologies-com,https://www.skynettechnologies.com/about-us,Small/Medium Enterprise
Snap,https://www.snap.com/,"Snap Inc. is a technology company. 

We believe the camera presents the greatest opportunity to improve the way people live and communicate. 

We contribute to human progress by empowering people to express themselves, live in the moment, learn about the world, and have fun together.",https://www.w3.org/thumbnails/120/logos/organizations/135698.png?x-version=1,United States,US,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www-snap-com,,Large enterprise
Social Web Foundation,http://socialwebfoundation.org,,,United States,US,,,,,,,,,socialwebfoundation-org,https://socialwebfoundation.org/about/,Nonprofit organization
Spherical Cow Consulting,https://sphericalcowconsulting.com,,,United States,US,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sphericalcowconsulting-com,,Technical community
"Spruce Systems, Inc.",https://spruceid.com,"SpruceID is building a future where users control their identity and data across the web. We participate in global standards development, such as within W3C, to ensure that digital identity works for everyone, everywhere.",https://www.w3.org/thumbnails/120/logos/organizations/126165.png?x-version=2,United States,US,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,spruceid-com,https://spruceid.com/about,Small/Medium Enterprise
Stanford University,http://www.stanford.edu/,,,United States,US,,,,,,,,,www-stanford-edu,https://www.stanford.edu/about/,Academia
Stony Brook University,http://www.stonybrook.edu,,https://www.w3.org/thumbnails/120/logos/organizations/66654.png?x-version=1,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-stonybrook-edu,https://www.stonybrook.edu/about/,Academia
Switchchord,https://www.switchchord.com/,,https://www.w3.org/thumbnails/120/logos/organizations/139773.png?x-version=1,United States,US,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,www-switchchord-com,https://www.switchchord.com/about-us,Small/Medium Enterprise
The New York Times,https://www.nytimes.com/,,,United States,US,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,www-nytimes-com,https://www.nytimes.com/newsletters/serial,Large enterprise
The News Corporation,https://newscorp.com/,,,United States,US,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,newscorp-com,https://newscorp.com/about-news-corp/,Large enterprise
The Trade Desk,https://www.thetradedesk.com/,,,United States,US,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www-thetradedesk-com,https://www.thetradedesk.com/about-us,Large enterprise
The Washington Post,https://www.washingtonpost.com/,"The Washington Post participates by advocating for standards and practices that promote a healthy digital publishing ecosystem and improves the customer experience, for readers and advertisers.",,United States,US,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,www-washingtonpost-com,,Large enterprise
TinyCloud,http://tinycloud.xyz,,,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tinycloud-xyz,,Small/Medium Enterprise
TopQuadrant,http://www.topquadrant.com,"TopQuadrant provides TopBraid, enterprise-level solution platform for information integration, policy management, intelligent catalogs and other applications based on the Semantic Web standards. Through its products, services and training programs TopQuadrant is committed to bringing W3C standards into real world practice in enterprise applications",,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-topquadrant-com,http://www.topquadrant.com/about-us/,Large enterprise
TPGi,https://www.tpgi.com,,https://www.w3.org/thumbnails/120/logos/organizations/68687.png?x-version=2,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-tpgi-com,https://www.tpgi.com/about/,Small/medium enterprise
Tradeverifyd,https://tradeverifyd.com,"Tradeverifyd empowers enterprises to monitor, anticipate, and address risks across global supply chains. To ensure that our solutions can reach everyone equally, we are firmly committed to the development of open standards at W3C.",https://www.w3.org/thumbnails/120/logos/organizations/130635.png?x-version=5,United States,US,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,tradeverifyd-com,https://tradeverifyd.com/about-us,Small/medium enterprise
Trinsic,https://trinsic.id/,,,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,trinsic-id,https://trinsic.id/about/,Large enterprise
Understood,http://www.understood.org,"Nonprofit empowering the 70 million people with learning and thinking differences in the United States. We provide free, expert-vetted resources and support so people who learn and think differently can thrive — in school, at work, and throughout life. We strive to make our products usable to everyone—regardless of ability, situation, or context.",https://www.w3.org/thumbnails/120/logos/organizations/125364.png?x-version=1,United States,US,,,,,,,,,www-understood-org,,Nonprofit organization
UnitedHealth Group,https://www.unitedhealthgroup.com/,,,United States,US,,,,,,,,,www-unitedhealthgroup-com,,Large enterprise
University of Illinois,http://illinois.edu/,,https://www.w3.org/thumbnails/120/logos/organizations/51381.png?x-version=2,United States,US,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,illinois-edu,http://illinois.edu/about/index.html,Academia
UsableNet,https://usablenet.com/,,https://www.w3.org/thumbnails/120/logos/organizations/138132.png?x-version=1,United States,US,,,,,,,,,usablenet-com,,Small/Medium Enterprise
"Verisign, Inc.",http://www.verisigninc.com/,,,United States,US,,,,,,,,,www-verisigninc-com,,Large enterprise
Visa,http://www.visa.com,,https://www.w3.org/thumbnails/120/logos/organizations/76927.png?x-version=1,United States,US,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,www-visa-com,,Large enterprise
VitalSource Technologies,http://get.vitalsource.com,,,United States,US,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,get-vitalsource-com,https://get.vitalsource.com/about-us,Large enterprise
Walt Disney Company,http://www.wdig.com,,,United States,US,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,www-wdig-com,http://www.wdig.com/about/#leadership,Large enterprise
Web3D Consortium,http://www.web3d.org,"The Web3D Consortium, like W3C, supports open standardization.
Web3D's open standards for real-time 3D communication include
X3D, a powerful and extensible XML-based ISO standard for 
3D visual effects, behavioral modeling, interaction, and 
interoperability. Web3D membership includes companies, 
institutions, working groups and individuals.",https://www.w3.org/thumbnails/120/logos/organizations/7211.png?x-version=1,United States,US,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,www-web3d-org,http://www.web3d.org/about,Nonprofit organization
Wikimedia Foundation,https://wikimediafoundation.org/,,,United States,US,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,wikimediafoundation-org,https://wikimediafoundation.org/about/,Nonprofit organization
